datetime,volume,day_of_week,is_weekend
2006-10-04 01:15:00,7,2,0
2006-10-04 01:30:00,6,2,0
2006-10-04 01:45:00,4,2,0
2006-10-04 02:00:00,4,2,0
2006-10-04 02:15:00,1,2,0
2006-10-04 02:30:00,6,2,0
2006-10-04 02:45:00,6,2,0
2006-10-04 03:00:00,6,2,0
2006-10-04 03:15:00,5,2,0
2006-10-04 03:30:00,2,2,0
2006-10-04 03:45:00,6,2,0
2006-10-04 04:00:00,4,2,0
2006-10-04 04:15:00,3,2,0
2006-10-04 04:30:00,7,2,0
2006-10-04 04:45:00,5,2,0
2006-10-04 05:00:00,7,2,0
2006-10-04 05:15:00,14,2,0
2006-10-04 05:30:00,17,2,0
2006-10-04 05:45:00,41,2,0
2006-10-04 06:00:00,47,2,0
2006-10-04 06:15:00,58,2,0
2006-10-04 06:30:00,118,2,0
2006-10-04 06:45:00,142,2,0
2006-10-04 07:00:00,182,2,0
2006-10-04 07:15:00,169,2,0
2006-10-04 07:30:00,281,2,0
2006-10-04 07:45:00,261,2,0
2006-10-04 08:00:00,317,2,0
2006-10-04 08:15:00,271,2,0
2006-10-04 08:30:00,305,2,0
2006-10-04 08:45:00,270,2,0
2006-10-04 09:00:00,323,2,0
2006-10-04 09:15:00,263,2,0
2006-10-04 09:30:00,237,2,0
2006-10-04 09:45:00,246,2,0
2006-10-04 10:00:00,239,2,0
2006-10-04 10:15:00,197,2,0
2006-10-04 10:30:00,197,2,0
2006-10-04 10:45:00,231,2,0
2006-10-04 11:00:00,212,2,0
2006-10-04 11:15:00,193,2,0
2006-10-04 11:30:00,211,2,0
2006-10-04 11:45:00,227,2,0
2006-10-04 12:00:00,194,2,0
2006-10-04 12:15:00,208,2,0
2006-10-04 12:30:00,249,2,0
2006-10-04 12:45:00,197,2,0
2006-10-04 13:00:00,201,2,0
2006-10-04 13:15:00,208,2,0
2006-10-04 13:30:00,202,2,0
2006-10-04 13:45:00,246,2,0
2006-10-04 14:00:00,224,2,0
2006-10-04 14:15:00,239,2,0
2006-10-04 14:30:00,206,2,0
2006-10-04 14:45:00,221,2,0
2006-10-04 15:00:00,197,2,0
2006-10-04 15:15:00,249,2,0
2006-10-04 15:30:00,274,2,0
2006-10-04 15:45:00,262,2,0
2006-10-04 16:00:00,260,2,0
2006-10-04 16:15:00,257,2,0
2006-10-04 16:30:00,263,2,0
2006-10-04 16:45:00,274,2,0
2006-10-04 17:00:00,233,2,0
2006-10-04 17:15:00,229,2,0
2006-10-04 17:30:00,277,2,0
2006-10-04 17:45:00,296,2,0
2006-10-04 18:00:00,272,2,0
2006-10-04 18:15:00,259,2,0
2006-10-04 18:30:00,240,2,0
2006-10-04 18:45:00,187,2,0
2006-10-04 19:00:00,162,2,0
2006-10-04 19:15:00,167,2,0
2006-10-04 19:30:00,149,2,0
2006-10-04 19:45:00,120,2,0
2006-10-04 20:00:00,117,2,0
2006-10-04 20:15:00,106,2,0
2006-10-04 20:30:00,73,2,0
2006-10-04 20:45:00,78,2,0
2006-10-04 21:00:00,69,2,0
2006-10-04 21:15:00,81,2,0
2006-10-04 21:30:00,94,2,0
2006-10-04 21:45:00,80,2,0
2006-10-04 22:00:00,62,2,0
2006-10-04 22:15:00,86,2,0
2006-10-04 22:30:00,74,2,0
2006-10-04 22:45:00,71,2,0
2006-10-04 23:00:00,38,2,0
2006-10-04 23:15:00,40,2,0
2006-10-04 23:30:00,36,2,0
2006-10-04 23:45:00,46,2,0
2006-10-05 00:00:00,22,3,0
2006-10-05 00:15:00,26,3,0
2006-10-05 00:30:00,14,3,0
2006-10-05 00:45:00,7,3,0
2006-10-05 01:00:00,6,3,0
2006-10-05 01:15:00,7,3,0
2006-10-05 01:30:00,6,3,0
2006-10-05 01:45:00,10,3,0
2006-10-05 02:00:00,11,3,0
2006-10-05 02:15:00,8,3,0
2006-10-05 02:30:00,2,3,0
2006-10-05 02:45:00,3,3,0
2006-10-05 03:00:00,1,3,0
2006-10-05 03:15:00,3,3,0
2006-10-05 03:30:00,3,3,0
2006-10-05 03:45:00,6,3,0
2006-10-05 04:00:00,1,3,0
2006-10-05 04:15:00,14,3,0
2006-10-05 04:30:00,9,3,0
2006-10-05 04:45:00,4,3,0
2006-10-05 05:00:00,14,3,0
2006-10-05 05:15:00,14,3,0
2006-10-05 05:30:00,18,3,0
2006-10-05 05:45:00,41,3,0
2006-10-05 06:00:00,54,3,0
2006-10-05 06:15:00,59,3,0
2006-10-05 06:30:00,106,3,0
2006-10-05 06:45:00,149,3,0
2006-10-05 07:00:00,173,3,0
2006-10-05 07:15:00,190,3,0
2006-10-05 07:30:00,263,3,0
2006-10-05 07:45:00,282,3,0
2006-10-05 08:00:00,280,3,0
2006-10-05 08:15:00,285,3,0
2006-10-05 08:30:00,320,3,0
2006-10-05 08:45:00,268,3,0
2006-10-05 09:00:00,289,3,0
2006-10-05 09:15:00,230,3,0
2006-10-05 09:30:00,267,3,0
2006-10-05 09:45:00,253,3,0
2006-10-05 10:00:00,224,3,0
2006-10-05 10:15:00,304,3,0
2006-10-05 10:30:00,200,3,0
2006-10-05 10:45:00,206,3,0
2006-10-05 11:00:00,212,3,0
2006-10-05 11:15:00,224,3,0
2006-10-05 11:30:00,229,3,0
2006-10-05 11:45:00,213,3,0
2006-10-05 12:00:00,215,3,0
2006-10-05 12:15:00,214,3,0
2006-10-05 12:30:00,230,3,0
2006-10-05 12:45:00,201,3,0
2006-10-05 13:00:00,241,3,0
2006-10-05 13:15:00,182,3,0
2006-10-05 13:30:00,196,3,0
2006-10-05 13:45:00,210,3,0
2006-10-05 14:00:00,218,3,0
2006-10-05 14:15:00,210,3,0
2006-10-05 14:30:00,229,3,0
2006-10-05 14:45:00,185,3,0
2006-10-05 15:00:00,199,3,0
2006-10-05 15:15:00,208,3,0
2006-10-05 15:30:00,213,3,0
2006-10-05 15:45:00,300,3,0
2006-10-05 16:00:00,252,3,0
2006-10-05 16:15:00,303,3,0
2006-10-05 16:30:00,272,3,0
2006-10-05 16:45:00,260,3,0
2006-10-05 17:00:00,289,3,0
2006-10-05 17:15:00,262,3,0
2006-10-05 17:30:00,294,3,0
2006-10-05 17:45:00,317,3,0
2006-10-05 18:00:00,286,3,0
2006-10-05 18:15:00,277,3,0
2006-10-05 18:30:00,226,3,0
2006-10-05 18:45:00,228,3,0
2006-10-05 19:00:00,190,3,0
2006-10-05 19:15:00,179,3,0
2006-10-05 19:30:00,183,3,0
2006-10-05 19:45:00,158,3,0
2006-10-05 20:00:00,118,3,0
2006-10-05 20:15:00,107,3,0
2006-10-05 20:30:00,95,3,0
2006-10-05 20:45:00,93,3,0
2006-10-05 21:00:00,91,3,0
2006-10-05 21:15:00,96,3,0
2006-10-05 21:30:00,105,3,0
2006-10-05 21:45:00,96,3,0
2006-10-05 22:00:00,82,3,0
2006-10-05 22:15:00,77,3,0
2006-10-05 22:30:00,75,3,0
2006-10-05 22:45:00,73,3,0
2006-10-05 23:00:00,48,3,0
2006-10-05 23:15:00,38,3,0
2006-10-05 23:30:00,18,3,0
2006-10-05 23:45:00,35,3,0
2006-10-06 00:00:00,12,4,0
2006-10-06 00:15:00,19,4,0
2006-10-06 00:30:00,16,4,0
2006-10-06 00:45:00,10,4,0
2006-10-06 01:00:00,11,4,0
2006-10-06 01:15:00,17,4,0
2006-10-06 01:30:00,8,4,0
2006-10-06 01:45:00,6,4,0
2006-10-06 02:00:00,9,4,0
2006-10-06 02:15:00,3,4,0
2006-10-06 02:30:00,6,4,0
2006-10-06 02:45:00,1,4,0
2006-10-06 03:00:00,6,4,0
2006-10-06 03:15:00,2,4,0
2006-10-06 03:30:00,6,4,0
2006-10-06 03:45:00,7,4,0
2006-10-06 04:00:00,5,4,0
2006-10-06 04:15:00,6,4,0
2006-10-06 04:30:00,8,4,0
2006-10-06 04:45:00,12,4,0
2006-10-06 05:00:00,13,4,0
2006-10-06 05:15:00,12,4,0
2006-10-06 05:30:00,20,4,0
2006-10-06 05:45:00,33,4,0
2006-10-06 06:00:00,46,4,0
2006-10-06 06:15:00,51,4,0
2006-10-06 06:30:00,112,4,0
2006-10-06 06:45:00,155,4,0
2006-10-06 07:00:00,176,4,0
2006-10-06 07:15:00,224,4,0
2006-10-06 07:30:00,262,4,0
2006-10-06 07:45:00,312,4,0
2006-10-06 08:00:00,252,4,0
2006-10-06 08:15:00,319,4,0
2006-10-06 08:30:00,290,4,0
2006-10-06 08:45:00,284,4,0
2006-10-06 09:00:00,241,4,0
2006-10-06 09:15:00,244,4,0
2006-10-06 09:30:00,265,4,0
2006-10-06 09:45:00,271,4,0
2006-10-06 10:00:00,245,4,0
2006-10-06 10:15:00,214,4,0
2006-10-06 10:30:00,229,4,0
2006-10-06 10:45:00,223,4,0
2006-10-06 11:00:00,219,4,0
2006-10-06 11:15:00,214,4,0
2006-10-06 11:30:00,217,4,0
2006-10-06 11:45:00,260,4,0
2006-10-06 12:00:00,222,4,0
2006-10-06 12:15:00,234,4,0
2006-10-06 12:30:00,207,4,0
2006-10-06 12:45:00,204,4,0
2006-10-06 13:00:00,203,4,0
2006-10-06 13:15:00,205,4,0
2006-10-06 13:30:00,200,4,0
2006-10-06 13:45:00,201,4,0
2006-10-06 14:00:00,231,4,0
2006-10-06 14:15:00,221,4,0
2006-10-06 14:30:00,215,4,0
2006-10-06 14:45:00,266,4,0
2006-10-06 15:00:00,202,4,0
2006-10-06 15:15:00,244,4,0
2006-10-06 15:30:00,228,4,0
2006-10-06 15:45:00,283,4,0
2006-10-06 16:00:00,269,4,0
2006-10-06 16:15:00,276,4,0
2006-10-06 16:30:00,288,4,0
2006-10-06 16:45:00,245,4,0
2006-10-06 17:00:00,257,4,0
2006-10-06 17:15:00,270,4,0
2006-10-06 17:30:00,303,4,0
2006-10-06 17:45:00,299,4,0
2006-10-06 18:00:00,293,4,0
2006-10-06 18:15:00,262,4,0
2006-10-06 18:30:00,251,4,0
2006-10-06 18:45:00,264,4,0
2006-10-06 19:00:00,251,4,0
2006-10-06 19:15:00,201,4,0
2006-10-06 19:30:00,193,4,0
2006-10-06 19:45:00,184,4,0
2006-10-06 20:00:00,150,4,0
2006-10-06 20:15:00,125,4,0
2006-10-06 20:30:00,94,4,0
2006-10-06 20:45:00,104,4,0
2006-10-06 21:00:00,111,4,0
2006-10-06 21:15:00,98,4,0
2006-10-06 21:30:00,87,4,0
2006-10-06 21:45:00,88,4,0
2006-10-06 22:00:00,71,4,0
2006-10-06 22:15:00,98,4,0
2006-10-06 22:30:00,64,4,0
2006-10-06 22:45:00,66,4,0
2006-10-06 23:00:00,80,4,0
2006-10-06 23:15:00,66,4,0
2006-10-06 23:30:00,62,4,0
2006-10-06 23:45:00,56,4,0
2006-10-07 00:00:00,54,5,1
2006-10-07 00:15:00,43,5,1
2006-10-07 00:30:00,39,5,1
2006-10-07 00:45:00,31,5,1
2006-10-07 01:00:00,33,5,1
2006-10-07 01:15:00,19,5,1
2006-10-07 01:30:00,18,5,1
2006-10-07 01:45:00,17,5,1
2006-10-07 02:00:00,17,5,1
2006-10-07 02:15:00,9,5,1
2006-10-07 02:30:00,13,5,1
2006-10-07 02:45:00,11,5,1
2006-10-07 03:00:00,12,5,1
2006-10-07 03:15:00,12,5,1
2006-10-07 03:30:00,11,5,1
2006-10-07 03:45:00,11,5,1
2006-10-07 04:00:00,10,5,1
2006-10-07 04:15:00,16,5,1
2006-10-07 04:30:00,12,5,1
2006-10-07 04:45:00,6,5,1
2006-10-07 05:00:00,13,5,1
2006-10-07 05:15:00,11,5,1
2006-10-07 05:30:00,22,5,1
2006-10-07 05:45:00,27,5,1
2006-10-07 06:00:00,22,5,1
2006-10-07 06:15:00,31,5,1
2006-10-07 06:30:00,55,5,1
2006-10-07 06:45:00,72,5,1
2006-10-07 07:00:00,83,5,1
2006-10-07 07:15:00,69,5,1
2006-10-07 07:30:00,96,5,1
2006-10-07 07:45:00,99,5,1
2006-10-07 08:00:00,110,5,1
2006-10-07 08:15:00,132,5,1
2006-10-07 08:30:00,169,5,1
2006-10-07 08:45:00,196,5,1
2006-10-07 09:00:00,214,5,1
2006-10-07 09:15:00,211,5,1
2006-10-07 09:30:00,237,5,1
2006-10-07 09:45:00,248,5,1
2006-10-07 10:00:00,256,5,1
2006-10-07 10:15:00,282,5,1
2006-10-07 10:30:00,270,5,1
2006-10-07 10:45:00,245,5,1
2006-10-07 11:00:00,263,5,1
2006-10-07 11:15:00,247,5,1
2006-10-07 11:30:00,285,5,1
2006-10-07 11:45:00,284,5,1
2006-10-07 12:00:00,283,5,1
2006-10-07 12:15:00,287,5,1
2006-10-07 12:30:00,270,5,1
2006-10-07 12:45:00,270,5,1
2006-10-07 13:00:00,247,5,1
2006-10-07 13:15:00,268,5,1
2006-10-07 13:30:00,269,5,1
2006-10-07 13:45:00,260,5,1
2006-10-07 14:00:00,279,5,1
2006-10-07 14:15:00,256,5,1
2006-10-07 14:30:00,230,5,1
2006-10-07 14:45:00,244,5,1
2006-10-07 15:00:00,221,5,1
2006-10-07 15:15:00,224,5,1
2006-10-07 15:30:00,224,5,1
2006-10-07 15:45:00,220,5,1
2006-10-07 16:00:00,191,5,1
2006-10-07 16:15:00,195,5,1
2006-10-07 16:30:00,203,5,1
2006-10-07 16:45:00,160,5,1
2006-10-07 17:00:00,195,5,1
2006-10-07 17:15:00,157,5,1
2006-10-07 17:30:00,183,5,1
2006-10-07 17:45:00,216,5,1
2006-10-07 18:00:00,187,5,1
2006-10-07 18:15:00,153,5,1
2006-10-07 18:30:00,204,5,1
2006-10-07 18:45:00,188,5,1
2006-10-07 19:00:00,165,5,1
2006-10-07 19:15:00,169,5,1
2006-10-07 19:30:00,173,5,1
2006-10-07 19:45:00,128,5,1
2006-10-07 20:00:00,124,5,1
2006-10-07 20:15:00,114,5,1
2006-10-07 20:30:00,104,5,1
2006-10-07 20:45:00,75,5,1
2006-10-07 21:00:00,74,5,1
2006-10-07 21:15:00,71,5,1
2006-10-07 21:30:00,93,5,1
2006-10-07 21:45:00,84,5,1
2006-10-07 22:00:00,93,5,1
2006-10-07 22:15:00,77,5,1
2006-10-07 22:30:00,64,5,1
2006-10-07 22:45:00,82,5,1
2006-10-07 23:00:00,73,5,1
2006-10-07 23:15:00,71,5,1
2006-10-07 23:30:00,83,5,1
2006-10-07 23:45:00,72,5,1
2006-10-08 00:00:00,84,6,1
2006-10-08 00:15:00,79,6,1
2006-10-08 00:30:00,52,6,1
2006-10-08 00:45:00,56,6,1
2006-10-08 01:00:00,39,6,1
2006-10-08 01:15:00,39,6,1
2006-10-08 01:30:00,27,6,1
2006-10-08 01:45:00,40,6,1
2006-10-08 02:00:00,17,6,1
2006-10-08 02:15:00,25,6,1
2006-10-08 02:30:00,6,6,1
2006-10-08 02:45:00,11,6,1
2006-10-08 03:00:00,5,6,1
2006-10-08 03:15:00,12,6,1
2006-10-08 03:30:00,11,6,1
2006-10-08 03:45:00,8,6,1
2006-10-08 04:00:00,8,6,1
2006-10-08 04:15:00,6,6,1
2006-10-08 04:30:00,9,6,1
2006-10-08 04:45:00,9,6,1
2006-10-08 05:00:00,13,6,1
2006-10-08 05:15:00,10,6,1
2006-10-08 05:30:00,14,6,1
2006-10-08 05:45:00,15,6,1
2006-10-08 06:00:00,18,6,1
2006-10-08 06:15:00,22,6,1
2006-10-08 06:30:00,31,6,1
2006-10-08 06:45:00,67,6,1
2006-10-08 07:00:00,72,6,1
2006-10-08 07:15:00,61,6,1
2006-10-08 07:30:00,57,6,1
2006-10-08 07:45:00,68,6,1
2006-10-08 08:00:00,58,6,1
2006-10-08 08:15:00,56,6,1
2006-10-08 08:30:00,90,6,1
2006-10-08 08:45:00,83,6,1
2006-10-08 09:00:00,91,6,1
2006-10-08 09:15:00,131,6,1
2006-10-08 09:30:00,151,6,1
2006-10-08 09:45:00,180,6,1
2006-10-08 10:00:00,169,6,1
2006-10-08 10:15:00,215,6,1
2006-10-08 10:30:00,184,6,1
2006-10-08 10:45:00,199,6,1
2006-10-08 11:00:00,186,6,1
2006-10-08 11:15:00,195,6,1
2006-10-08 11:30:00,234,6,1
2006-10-08 11:45:00,219,6,1
2006-10-08 12:00:00,241,6,1
2006-10-08 12:15:00,251,6,1
2006-10-08 12:30:00,282,6,1
2006-10-08 12:45:00,245,6,1
2006-10-08 13:00:00,222,6,1
2006-10-08 13:15:00,201,6,1
2006-10-08 13:30:00,224,6,1
2006-10-08 13:45:00,210,6,1
2006-10-08 14:00:00,203,6,1
2006-10-08 14:15:00,209,6,1
2006-10-08 14:30:00,177,6,1
2006-10-08 14:45:00,193,6,1
2006-10-08 15:00:00,191,6,1
2006-10-08 15:15:00,205,6,1
