loss,mae,val_loss,val_mae
0.07455267012119293,0.22624967992305756,0.0500238761305809,0.18720142543315887
0.04482630640268326,0.17218181490898132,0.03272073343396187,0.1563638299703598
0.03149373456835747,0.14230981469154358,0.02157650701701641,0.12438613176345825
0.021656328812241554,0.1143299862742424,0.01564827188849449,0.10540039092302322
0.018305806443095207,0.1021130234003067,0.0131834140047431,0.09377316385507584
0.01664639450609684,0.09591852873563766,0.01229821052402258,0.09106877446174622
0.0159000214189291,0.09402836114168167,0.011459404602646828,0.08355848491191864
0.014496587216854095,0.08942372351884842,0.010573366656899452,0.08384119719266891
0.013737708330154419,0.08658367395401001,0.010099533945322037,0.07774581760168076
0.012915882281959057,0.08444381505250931,0.009222524240612984,0.07622318714857101
0.012085877358913422,0.08153215795755386,0.008657471276819706,0.0747852697968483
0.011451780796051025,0.07951241731643677,0.008298417553305626,0.07102463394403458
0.010771799832582474,0.07731861621141434,0.007830461487174034,0.07233692705631256
0.009977501817047596,0.07439595460891724,0.007785500958561897,0.07352404296398163
0.00948476791381836,0.07273444533348083,0.006988577079027891,0.06795445084571838
0.008949905633926392,0.07155859470367432,0.006658440455794334,0.06484223157167435
0.008481929078698158,0.0692397803068161,0.0066358656622469425,0.06378618627786636
0.008129332214593887,0.06844942271709442,0.006926305592060089,0.07010449469089508
0.007843622006475925,0.06804298609495163,0.006160905584692955,0.06267757713794708
0.007687061093747616,0.06756860017776489,0.00585245480760932,0.06129835546016693
0.007187508046627045,0.0648794174194336,0.006357566919177771,0.06186250224709511
0.007159737404435873,0.06569620221853256,0.0056188576854765415,0.06038131192326546
0.006965888198465109,0.06478827446699142,0.005569674540311098,0.06002447009086609
0.00664924643933773,0.0630837082862854,0.005786879453808069,0.06289950013160706
0.006430931854993105,0.06251957267522812,0.0057449652813375,0.05979450047016144
0.0063421837985515594,0.06211329996585846,0.005514233838766813,0.059478599578142166
0.006333160679787397,0.06259617954492569,0.005416030529886484,0.058893103152513504
0.006047501694411039,0.060823407024145126,0.005302010104060173,0.05936624854803085
0.006089108996093273,0.061865221709012985,0.005521760322153568,0.061241570860147476
0.005854538641870022,0.06042250618338585,0.005245985928922892,0.05804914981126785
0.005993095226585865,0.0609157532453537,0.0052109695971012115,0.05885935574769974
0.005625305697321892,0.05912270396947861,0.005282633472234011,0.058017462491989136
0.005661021452397108,0.05887775123119354,0.005487538408488035,0.058647725731134415
0.00568590359762311,0.05962187051773071,0.005221599712967873,0.05916856601834297
0.005610582418739796,0.05907292664051056,0.00512026809155941,0.05847066268324852
0.005519771948456764,0.05866682156920433,0.005114893428981304,0.058485403656959534
0.005269870162010193,0.05716583505272865,0.005245612468570471,0.05767562985420227
0.005500942002981901,0.05843896418809891,0.0050073349848389626,0.05724427103996277
0.005388420075178146,0.057739488780498505,0.005370383616536856,0.06012096256017685
0.005226769018918276,0.05745153874158859,0.005132424645125866,0.0572100393474102
0.005336130037903786,0.05770321190357208,0.004996821284294128,0.05734463036060333
0.005159387830644846,0.0569017231464386,0.004946636967360973,0.05658837407827377
0.005126090254634619,0.056524619460105896,0.005143711343407631,0.056514304131269455
0.005163655616343021,0.05672780051827431,0.0052680447697639465,0.05848996341228485
0.005056515336036682,0.05629235878586769,0.005116074346005917,0.057699091732501984
0.005037250462919474,0.05654313042759895,0.00482346024364233,0.05555570125579834
0.005180661100894213,0.05709194391965866,0.005047538783401251,0.05705423280596733
0.004939693957567215,0.05531323701143265,0.004790612496435642,0.05489259213209152
0.004852497950196266,0.05490308627486229,0.004947084002196789,0.05520734190940857
0.004858695901930332,0.05504583939909935,0.004808363504707813,0.05483793839812279
0.00489748315885663,0.05533040687441826,0.004735592752695084,0.05455474928021431
0.004696793854236603,0.054079897701740265,0.004739690106362104,0.05435717850923538
0.004940710496157408,0.05577286705374718,0.0047435155138373375,0.05426853895187378
0.004690385889261961,0.05431384593248367,0.004835412371903658,0.055419791489839554
0.0047074053436517715,0.05412658676505089,0.004782851319760084,0.05493601784110069
0.004671851173043251,0.054291825741529465,0.004641935229301453,0.053441695868968964
0.004841403570026159,0.054609138518571854,0.004681964870542288,0.054041553288698196
0.0046220868825912476,0.05345979705452919,0.004607188981026411,0.05352826043963432
0.0046441019512712955,0.05389377474784851,0.004613015800714493,0.0533200241625309
0.0046688709408044815,0.05400093272328377,0.004576895851641893,0.052795909345149994
0.004492177162319422,0.05295814573764801,0.004565081093460321,0.05267313867807388
0.004749419167637825,0.05398113280534744,0.0047158910892903805,0.05398252606391907
0.004434308037161827,0.05256996303796768,0.004548602271825075,0.05261843279004097
0.004437881987541914,0.052078284323215485,0.004566292278468609,0.052988745272159576
0.004488004837185144,0.05256909504532814,0.004643833264708519,0.05236710235476494
0.004520278889685869,0.052912622690200806,0.004568455740809441,0.05193847045302391
0.004357980098575354,0.052029915153980255,0.004466591868549585,0.051810260862112045
0.004381962586194277,0.05195082351565361,0.004462636541575193,0.05134683474898338
0.004411029629409313,0.052224379032850266,0.004434295929968357,0.051503151655197144
0.004431648645550013,0.0522143580019474,0.0044656312093138695,0.05157703906297684
0.00428222818300128,0.05146462842822075,0.004410289693623781,0.051018550992012024
0.004433227237313986,0.0520162433385849,0.005074757616966963,0.05628325045108795
0.004364383406937122,0.05208568647503853,0.004480743780732155,0.05179499089717865
0.004193941596895456,0.050814446061849594,0.004441240336745977,0.05082002282142639
0.004272154998034239,0.05104358121752739,0.004377233795821667,0.05149010568857193
0.004207863472402096,0.05110791325569153,0.004386846907436848,0.05041385442018509
0.004243574105203152,0.05080141872167587,0.004438086412847042,0.05095168203115463
0.0041076201014220715,0.05013054609298706,0.004298733547329903,0.050480667501688004
0.004139498341828585,0.05024847015738487,0.004400938283652067,0.05078381672501564
0.004229656886309385,0.05079000070691109,0.0044904910027980804,0.050960369408130646
0.0042420304380357265,0.05077540874481201,0.0042882091365754604,0.049260035157203674
0.0041312421672046185,0.04996879771351814,0.004249488934874535,0.04943766072392464
0.0041398946195840836,0.05013728886842728,0.004242281429469585,0.04936060681939125
0.0040886495262384415,0.05010892078280449,0.004343898501247168,0.04929798096418381
0.004199180752038956,0.050475552678108215,0.004638293758034706,0.05243920907378197
0.004127336200326681,0.050057750195264816,0.004433928988873959,0.05113619193434715
0.004014626611024141,0.04944425821304321,0.0042417896911501884,0.04907067120075226
0.0040418002754449844,0.0490938276052475,0.004222426097840071,0.04875560477375984
0.004171655047684908,0.04976847022771835,0.004301773384213448,0.049829866737127304
0.0041630943305790424,0.049657903611660004,0.004171632695943117,0.048204775899648666
0.004103775601834059,0.04944707453250885,0.004187413491308689,0.048929858952760696
0.0041368696838617325,0.04984601214528084,0.004254328552633524,0.04838433489203453
0.003937516361474991,0.04872528463602066,0.0041879634372889996,0.04787022992968559
0.004004091955721378,0.04895133897662163,0.00455247238278389,0.051425252109766006
0.004099162761121988,0.04970401152968407,0.004160228651016951,0.04789188131690025
0.0041167642921209335,0.049466487020254135,0.004181151743978262,0.04881928488612175
0.004004752729088068,0.04894300922751427,0.004126288462430239,0.04757542908191681
0.003991386853158474,0.048674531280994415,0.0041594961658120155,0.04813697189092636
0.003993193153291941,0.04863758385181427,0.0040992991998791695,0.04752464219927788
0.004001665394753218,0.04865044727921486,0.004151655826717615,0.04853815585374832
0.0040220217779278755,0.04890161752700806,0.004319634288549423,0.050548478960990906
0.00405868049710989,0.04919585585594177,0.004217424895614386,0.04928974807262421
0.003919319715350866,0.04834610968828201,0.004045288078486919,0.04704035818576813
0.004076779820024967,0.049203306436538696,0.004066200461238623,0.04686025157570839
0.003933906089514494,0.04848552867770195,0.004138997755944729,0.048397477716207504
0.003937032539397478,0.04839663952589035,0.004223772324621677,0.04900922626256943
0.003977034706622362,0.048712629824876785,0.004040930885821581,0.04674253240227699
0.00403958186507225,0.04929808899760246,0.004097949247807264,0.04661506786942482
0.00412378553301096,0.04916764795780182,0.004040485713630915,0.046748775988817215
0.003782615764066577,0.04748373478651047,0.003997167572379112,0.04700477048754692
0.003959438297897577,0.04859062284231186,0.004224168602377176,0.04927399754524231
0.0039039382245391607,0.04814987629652023,0.003982053603976965,0.04648582637310028
0.003914840053766966,0.04822271689772606,0.00399332819506526,0.04639778286218643
0.003875892609357834,0.04783524572849274,0.003971241880208254,0.04660395160317421
0.003941128961741924,0.0483599528670311,0.00402477802708745,0.047095928341150284
0.003950617741793394,0.04785005748271942,0.004019992426037788,0.046504195779561996
0.003945343662053347,0.04846031591296196,0.003916728775948286,0.04608048126101494
0.0038776893634349108,0.04809689149260521,0.004066832829266787,0.046711888164281845
0.003859303193166852,0.04825350642204285,0.003930769860744476,0.04598873853683472
0.00387575663626194,0.04787495359778404,0.003959486726671457,0.04602620750665665
0.003833357710391283,0.047529786825180054,0.004000520799309015,0.046811703592538834
0.003924364689737558,0.04761748015880585,0.004007631912827492,0.047102078795433044
0.0038438993506133556,0.048044413328170776,0.003915748558938503,0.045629482716321945
0.003838538657873869,0.04735276848077774,0.0038897257763892412,0.045655641704797745
0.0038736164569854736,0.04754380136728287,0.0040404098108410835,0.04839526116847992
0.003944842144846916,0.048489801585674286,0.0038933451287448406,0.04608245566487312
0.0038137398660182953,0.04738365486264229,0.003905663499608636,0.04577433690428734
0.003785359440371394,0.04746133089065552,0.004036292899399996,0.046209342777729034
0.0038127433508634567,0.04718710482120514,0.0038703426253050566,0.04571906477212906
0.003804815001785755,0.04736516252160072,0.0038199780974537134,0.04527148976922035
0.0038636107929050922,0.04745211824774742,0.0038494491018354893,0.04519489407539368
0.003782619722187519,0.04730746150016785,0.0038901041261851788,0.045804500579833984
0.0038344967179000378,0.0472785048186779,0.0038719805888831615,0.04612530767917633
0.003821991616860032,0.04729354754090309,0.0038144958671182394,0.045014601200819016
0.003745485795661807,0.046871598809957504,0.003847828134894371,0.045172952115535736
0.003854046342894435,0.047616034746170044,0.0038480593357235193,0.04546665772795677
0.0037593552842736244,0.04687664285302162,0.003964324947446585,0.04703270643949509
0.0038192057982087135,0.047410715371370316,0.0038505862466990948,0.04492585361003876
0.0037773107178509235,0.04674960672855377,0.0038271532393991947,0.04489307478070259
0.0037983625661581755,0.04695668816566467,0.0037684976123273373,0.04516420513391495
0.0037637006025761366,0.0470130555331707,0.003835911862552166,0.044972267001867294
0.003738505532965064,0.04669775068759918,0.003751569427549839,0.045070599764585495
0.003736763959750533,0.04677426069974899,0.0038260389119386673,0.04469795525074005
0.003647858975455165,0.046368785202503204,0.0037571443244814873,0.044793929904699326
0.0037783284205943346,0.04680975154042244,0.0037570393178611994,0.044571951031684875
0.00375554570928216,0.047168031334877014,0.003779090940952301,0.04446284472942352
0.0037881999742239714,0.046622440218925476,0.003751755226403475,0.04489810764789581
0.0037422010209411383,0.046466030180454254,0.003919524140655994,0.04697433486580849
0.003725537331774831,0.04654558375477791,0.0038802786730229855,0.04643737152218819
0.0037654959596693516,0.046628426760435104,0.0037606859114021063,0.04525398463010788
0.0037160837091505527,0.046685591340065,0.0037875529378652573,0.045438993722200394
0.0036790245212614536,0.0463954359292984,0.003723899135366082,0.04425349459052086
0.0037863885518163443,0.04653327912092209,0.0037122757639735937,0.044652268290519714
0.003681202419102192,0.04643448069691658,0.003809312591329217,0.045131485909223557
0.0036408305168151855,0.04597490653395653,0.0036834480706602335,0.04413425549864769
0.0037440769374370575,0.046537816524505615,0.0037268870510160923,0.044595204293727875
0.0036999445874243975,0.04621585085988045,0.003648502053692937,0.04422818869352341
0.003578388364985585,0.045776717364788055,0.003705120412632823,0.04400800168514252
0.00375390169210732,0.04626411944627762,0.00375845143571496,0.04474920406937599
0.003810793161392212,0.04671826586127281,0.00396034587174654,0.04710652679204941
0.0036255104932934046,0.046083830296993256,0.0037172604352235794,0.044415462762117386
0.003547906642779708,0.045441459864377975,0.0036614949349313974,0.04450773075222969
0.0037085693329572678,0.04626314714550972,0.0036631335970014334,0.044714152812957764
0.0036430410109460354,0.046086449176073074,0.003724239068105817,0.04525164142251015
0.0037254211492836475,0.04637707397341728,0.0037440478336066008,0.04475822299718857
0.003689311444759369,0.04598955437541008,0.00392157630994916,0.04730549082159996
0.0036964116152375937,0.04615398868918419,0.003767949528992176,0.04532420635223389
0.00377843389287591,0.04702920839190483,0.0038233892992138863,0.04447120800614357
0.003733954159542918,0.04568425938487053,0.003598068142309785,0.04411613196134567
0.0036326798144727945,0.04616360366344452,0.003613606560975313,0.04405905678868294
0.0036708039697259665,0.04630398005247116,0.003605861682444811,0.04364509508013725
0.0036870092153549194,0.0462171696126461,0.003711866680532694,0.04524240270256996
0.00370038696564734,0.046046871691942215,0.003809090470895171,0.0461888313293457
0.003724566660821438,0.046871963888406754,0.0036658647004514933,0.043727826327085495
0.00364075624383986,0.04580109566450119,0.003740275278687477,0.045280974358320236
0.003598612966015935,0.045369066298007965,0.0038295318372547626,0.046540699899196625
0.0036071003414690495,0.04576192423701286,0.003581476863473654,0.044756487011909485
0.003506135893985629,0.045503050088882446,0.003548193722963333,0.0435619056224823
0.0036762363743036985,0.04585927724838257,0.0035792330745607615,0.04421762749552727
0.003632707055658102,0.046465009450912476,0.0035759001038968563,0.043341316282749176
0.003441876033321023,0.04428213834762573,0.0035048960708081722,0.04356749355792999
0.003624599426984787,0.045680999755859375,0.003550984663888812,0.043188899755477905
0.0035954315681010485,0.04553228244185448,0.0035763888154178858,0.04348129779100418
0.0035729205701500177,0.04521503299474716,0.0035845544189214706,0.04376190900802612
0.0034726185258477926,0.045182812958955765,0.0035350508987903595,0.043470095843076706
0.0035469657741487026,0.0455414317548275,0.0035157722886651754,0.042976014316082
0.003488381626084447,0.04488305747509003,0.0035046827979385853,0.04329777881503105
